source,target,type,value
‹#›,Übungen:,NEXT,
Übungen:,"Spüre einmal die Weichheit eines Kleidungsstücks ganz bewusst für einige Momente auf der Haut, streiche mit der Hand über einen für Dich angenehmen Stoff und spür einen Moment lang diesem Empfinden in den Fingerspitzen etwas nach.",NEXT,
"Spüre einmal die Weichheit eines Kleidungsstücks ganz bewusst für einige Momente auf der Haut, streiche mit der Hand über einen für Dich angenehmen Stoff und spür einen Moment lang diesem Empfinden in den Fingerspitzen etwas nach.",Was ist Stabilisierung?,NEXT,
Was ist Stabilisierung?,Phasen der Stabilisierung,NEXT,
Phasen der Stabilisierung,Stabilisierungstechniken,NEXT,
Stabilisierungstechniken,Psychoedukation,NEXT,
Psychoedukation,Notfallnummern:,NEXT,
Notfallnummern:,Quellen:,NEXT,
Quellen:,Danke!,NEXT,
Traumatisierte Kinder & Familien begleiten,Gliederung,NEXT,
Gliederung,„Warum kehren Frauen nach einer Trennung aufgrund von häuslicher Gewalt oftmals zurück?“,NEXT,
„Warum kehren Frauen nach einer Trennung aufgrund von häuslicher Gewalt oftmals zurück?“,Definition Gewalt,NEXT,
Definition Gewalt,Gewaltbiografie:Frühe Gefährdung,NEXT,
Gewaltbiografie:Frühe Gefährdung,Prävalenzen:Folgen der Gewalt,NEXT,
Prävalenzen:Folgen der Gewalt,Traumareaktive Entwicklungen,NEXT,
Traumareaktive Entwicklungen,Bindung und Trauma –Über die transgenerationale Weitergabe einer tiefen Erschütterung,NEXT,
Bindung und Trauma –Über die transgenerationale Weitergabe einer tiefen Erschütterung,Transgenerationale Weitergabe von Traumata,NEXT,
Transgenerationale Weitergabe von Traumata,Transgenerationale Weitergabe von Traumata (R. Barwinski),NEXT,
Transgenerationale Weitergabe von Traumata (R. Barwinski),Trauma,NEXT,
Trauma,Wie wird Trauma von einer Generation an die nächste weiter gegeben?,NEXT,
Wie wird Trauma von einer Generation an die nächste weiter gegeben?,Bindung,NEXT,
Bindung,Den Kern des reifen kindlichen Selbst bildet der Andere im Moment der Reflexion,NEXT,
Den Kern des reifen kindlichen Selbst bildet der Andere im Moment der Reflexion,Vererbte Wunden,NEXT,
Vererbte Wunden,Einfluss der Traumatisierung,NEXT,
Einfluss der Traumatisierung,Der Zusammenbruch der Grenzen,NEXT,
Der Zusammenbruch der Grenzen,Das Kind als Container,NEXT,
Das Kind als Container,"Ein Phantom, das sich nicht abschütteln lässt",NEXT,
"Ein Phantom, das sich nicht abschütteln lässt",Ein Phantom entsteht,NEXT,
Ein Phantom entsteht,"Typen der Traumatisierung (Kogan, 1989 )",NEXT,
"Typen der Traumatisierung (Kogan, 1989 )",Die Übermittlung traumatischer Erfahrungen,NEXT,
Die Übermittlung traumatischer Erfahrungen,Der Zusammenbruch der Grenzen,NEXT,
Der Zusammenbruch der Grenzen,Beschädigung der Grenzen zwischen den Generationen (Bohleber 2009),NEXT,
Beschädigung der Grenzen zwischen den Generationen (Bohleber 2009),Folgen der Durchlässigkeit der Grenzen (Kogan 2009),NEXT,
Folgen der Durchlässigkeit der Grenzen (Kogan 2009),Folgen für die Kinder,NEXT,
Folgen für die Kinder,Traumatogene Psychodynamik traumatischer Gewalt,NEXT,
Traumatogene Psychodynamik traumatischer Gewalt,Psychische Folgen,NEXT,
Psychische Folgen,Sandor Ferenczi: Identifikation mit dem Aggressor,NEXT,
Sandor Ferenczi: Identifikation mit dem Aggressor,Fazit & Ausblick,NEXT,
Fazit & Ausblick,Institut für Traumabearbeitung und Weiterbildung Frankfurt,NEXT,
"Übertragung, Gegenübertragung & Grenzen im Umgang mit Traumatisierten",Lernziele dieses Moduls,NEXT,
Lernziele dieses Moduls,Gliederung,NEXT,
Gliederung,Einführung:,NEXT,
Einführung:,Belastungsfaktoren der sozialen Arbeit,NEXT,
Belastungsfaktoren der sozialen Arbeit,07.04.2025,NEXT,
07.04.2025,Charakteristische Merkmale von Klient_innen,NEXT,
Charakteristische Merkmale von Klient_innen,Spezifische Übertragungsangebote in der sozialen Arbeit,NEXT,
Spezifische Übertragungsangebote in der sozialen Arbeit,Typische Gegenübertragungshaltungen,NEXT,
Typische Gegenübertragungshaltungen,Gegenübertragung im engeren Sinn,NEXT,
Gegenübertragung im engeren Sinn,Häufige Übertragungs-Gegenübertragungsaspekte,NEXT,
Häufige Übertragungs-Gegenübertragungsaspekte,Wenn Helfer selbst traumatisiert sind,NEXT,
Wenn Helfer selbst traumatisiert sind,Typische Gegenübertragungshaltungen,NEXT,
Typische Gegenübertragungshaltungen,Eine typische Äußerung,NEXT,
Eine typische Äußerung,Gegenübertragung als Erkenntnisweg,NEXT,
Gegenübertragung als Erkenntnisweg,07.04.2025,NEXT,
07.04.2025,Eine hilfreiche Beratung fängt bei uns selbst an!,NEXT,
Eine hilfreiche Beratung fängt bei uns selbst an!,"Interkulturelle Kompetenz (Sue und Sue, 2013)",NEXT,
"Interkulturelle Kompetenz (Sue und Sue, 2013)",19.10.2018,NEXT,
19.10.2018,Dissoziation,NEXT,
Dissoziation,07.04.2025,NEXT,
KOMPLEXE TRAUMATISIERUNG & LANGZEITFOLGEN,GLIEDERUNG,NEXT,
GLIEDERUNG,"TRAUMATISIERUNGEN KÖNNEN DAS LEBEN TIEFGREIFEND VERÄNDERN – BESONDERS, WENN SIE WIEDERHOLT UND IN BEZIEHUNGSKONTEXTEN STATTFINDEN.KOMPLEXE TRAUMATA BETREFFEN NICHT NUR DIE PSYCHE, SONDERN AUCH IDENTITÄT, BINDUNGSFÄHIGKEIT UND KÖRPERWAHRNEHMUNG.DIESE PRÄSENTATION GIBT EINEN ÜBERBLICK ÜBER URSACHEN, FOLGEN UND BEWÄHRTE INTERVENTIONSANSÄTZE BEI KOMPLEXER TRAUMATISIERUNG.",NEXT,
"TRAUMATISIERUNGEN KÖNNEN DAS LEBEN TIEFGREIFEND VERÄNDERN – BESONDERS, WENN SIE WIEDERHOLT UND IN BEZIEHUNGSKONTEXTEN STATTFINDEN.KOMPLEXE TRAUMATA BETREFFEN NICHT NUR DIE PSYCHE, SONDERN AUCH IDENTITÄT, BINDUNGSFÄHIGKEIT UND KÖRPERWAHRNEHMUNG.DIESE PRÄSENTATION GIBT EINEN ÜBERBLICK ÜBER URSACHEN, FOLGEN UND BEWÄHRTE INTERVENTIONSANSÄTZE BEI KOMPLEXER TRAUMATISIERUNG.",WAS IST EIN TRAUMA? – GRUNDBEGRIFFE,NEXT,
WAS IST EIN TRAUMA? – GRUNDBEGRIFFE,Einzeltrauma vs. Komplextrauma,NEXT,
Einzeltrauma vs. Komplextrauma,Komplextrauma:,NEXT,
Komplextrauma:,Hauptunterschiede,NEXT,
Hauptunterschiede,Dissoziative Störungen:,NEXT,
Dissoziative Störungen:,Depersonalisation/Derealisation:,NEXT,
Depersonalisation/Derealisation:,Dissoziative Amnesie:,NEXT,
Dissoziative Amnesie:,Dissoziative Identitätsstörung (DIS):,NEXT,
Dissoziative Identitätsstörung (DIS):,Behandlung komplexer PTBS & dissoziativer Störungen,NEXT,
Behandlung komplexer PTBS & dissoziativer Störungen,Komplexe PTBS nach J.L. Herman (1992),NEXT,
Komplexe PTBS nach J.L. Herman (1992),Therapieansätze:,NEXT,
Therapieansätze:,Weitere Therapieansätze:,NEXT,
Weitere Therapieansätze:,Phasenorientierte Therapie,NEXT,
Phasenorientierte Therapie,STABILISIERUNG - WAS IST DAS?,NEXT,
STABILISIERUNG - WAS IST DAS?,Was ist Stabilisierung?,NEXT,
Was ist Stabilisierung?,Stabilisierung kann nur auf freiwilliger Basis geschehen.,NEXT,
Stabilisierung kann nur auf freiwilliger Basis geschehen.,Versorgung akut-traumatisierter Menschen,NEXT,
Versorgung akut-traumatisierter Menschen,Frühe Phase – Symptomkontrolle,NEXT,
Frühe Phase – Symptomkontrolle,Sicherheit,NEXT,
Sicherheit,Da sein,NEXT,
Da sein,Stress reduzieren,NEXT,
Stress reduzieren,Stabilisierungstechniken,NEXT,
Stabilisierungstechniken,Psychohygiene,NEXT,
Psychohygiene,"Pädagogik der Selbstbemächtigung (Weiß, 2009)",NEXT,
"Pädagogik der Selbstbemächtigung (Weiß, 2009)",DISSOZIATION IN STUFEN,NEXT,
DISSOZIATION IN STUFEN,Dissoziation,NEXT,
Dissoziation,Hyperventilation,NEXT,
Hyperventilation,Interventionen,NEXT,
Interventionen,Intervention,NEXT,
Intervention,Distanzierungstechniken,NEXT,
Distanzierungstechniken,DistanzierungstechnikenFunktion,NEXT,
DistanzierungstechnikenFunktion,Distanzierungstechnikenwichtige Elemente,NEXT,
Distanzierungstechnikenwichtige Elemente,Grounding,NEXT,
Grounding,Prävention,NEXT,
Prävention,Distanzierungstechniken,NEXT,
Distanzierungstechniken,Achtsamkeitsübung,NEXT,
Achtsamkeitsübung,Atemübung,NEXT,
Atemübung,54321- Sehen-Hören-Empfinden,NEXT,
54321- Sehen-Hören-Empfinden,Ablenkung durch Rechnen,NEXT,
Ablenkung durch Rechnen,Überraschungsei zusammenbauenund eine Geschichte erzählen,NEXT,
Überraschungsei zusammenbauenund eine Geschichte erzählen,Hochstuhltechnik,NEXT,
Hochstuhltechnik,Das weiße Blatt,NEXT,
Das weiße Blatt,Gegenstand,NEXT,
Gegenstand,Ressourcenanker,NEXT,
Ressourcenanker,Zielsetzungen der Übungen:,NEXT,
Zielsetzungen der Übungen:,Fazit,NEXT,
Fazit,Vielen Dank für,NEXT,
Geschlechtsspezifische Gewalt (GBV) & Flucht,Gliederung,NEXT,
Spezifische Hintergründe der Flucht von Mädchen und Frauen,Formen geschlechtsspezifischer GewaltSexualisierte Gewalt:,NEXT,
Formen geschlechtsspezifischer GewaltSexualisierte Gewalt:,"Besondere Herausforderungen für geflüchtete Frauen, LGBTQ+ & nicht-binäre Personen",NEXT,
"Besondere Herausforderungen für geflüchtete Frauen, LGBTQ+ & nicht-binäre Personen",Trauma- & schamsensible Gesprächsführung,NEXT,
Trauma- & schamsensible Gesprächsführung,Schutzkonzepte & psychosoziale Unterstützung,NEXT,
Schutzkonzepte & psychosoziale Unterstützung,Auf der Flucht,NEXT,
POTENTIELL TRAUMATISCHE EREIGNISSE,08.04.2025,NEXT,
08.04.2025,Migration,NEXT,
"„Das Fremde ist in mir, also sind wir alle Fremde“(J. Kristeva1990)","Es ist ein Unmögliches sich in alltäglichen Situationen der Kultur zu entziehen, denn wir sind ständig Teil davon. Gerade deswegen kann es sich als schwer herausstellen, kulturelle Leistungen bewusst wahrzunehmen.",NEXT,
"Es ist ein Unmögliches sich in alltäglichen Situationen der Kultur zu entziehen, denn wir sind ständig Teil davon. Gerade deswegen kann es sich als schwer herausstellen, kulturelle Leistungen bewusst wahrzunehmen.",Fazit,NEXT,
"Gemeinschaftsbasierte Gewalt, Rassismus & psychosoziale Unterstützung",Einführung:,NEXT,
Einführung:,Gliederung:,NEXT,
Gliederung:,Definition gemeinschaftsbasierter Gewalt,NEXT,
Definition gemeinschaftsbasierter Gewalt,Auswirkungen gemeinschaftsbasierter Gewalt,NEXT,
Auswirkungen gemeinschaftsbasierter Gewalt,Soziale & kollektive Traumaweitergabe,NEXT,
Soziale & kollektive Traumaweitergabe,Konfliktsensible Unterstützung von Gruppen,NEXT,
Konfliktsensible Unterstützung von Gruppen,Prävention & Resilienzförderung,NEXT,
Prävention & Resilienzförderung,Struktureller & individueller Rassismus,NEXT,
Struktureller & individueller Rassismus,Diskriminierungserfahrungen von Geflüchteten,NEXT,
Diskriminierungserfahrungen von Geflüchteten,Unbewusste Vorurteile & deren Reflexion,NEXT,
Unbewusste Vorurteile & deren Reflexion,Handlungsmöglichkeiten für Helfende,NEXT,
Handlungsmöglichkeiten für Helfende,Fazit & Ausblick,NEXT,
Einführung in psychische Traumatisierung,Einführung:,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Gliederung,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Geflüchtete und Trauma,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Was ist ein Trauma?,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Ein Trauma ist eine seelische Verletzung durch ein überwältigendes Ereignis,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,"Terminologisch korrekt könnte von einem ""psychotraumatischen Belastungssyndrom "" (PTBS) gesprochen werden (vgl. Fischer & Riedesser 1998), das durch ein traumatisches Erlebnis entsteht und sich Zeitraum nach dem Ereignis zu einem Störungsbild verfestigen kann. Man erlebt so, als ob man dem Ereignis immer noch ausgesetzt wäre, obwohl es bereits vorbei ist.",CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,"Eine Situation kann traumatisch wirken, wenn eine Person einer schwerwiegenden Bedrohung ausgesetzt ist und gleichzeitig erlebt, dass Kampf- oder Fluchtversuche ins Leere laufen. Entscheidend ist nicht nur das objektive Ereignis selbst, sondern ob die Situation die subjektiv verfügbaren Bewältigungsmöglichkeiten deutlich übersteigt und in der Folge Gefühle von, Hilflosigkeit oder Ausgeliefertsein auslöst. Das Erlebte kann dadurch das Vertrauen in Sicherheit, in andere Menschen oder in die eigene Handlungsfähigkeit nachhaltig erschüttern, und so das komplette Selbst- und Weltverständnis verändern. Ob ein traumatisches Ereignis tatsächlich zu einem psychischen Traumatisierung führt, bzw, ob oder wie gut man sich erholt hängt auch von der persönlichen Lebensgeschichte und Schutzfaktoren, wie Sicherheit und Vorhersehbarkeit spendenden sozialen Beziehungen und Lebensumständen vor und nach dem Schockerlebnis der traumatischen Situation ab. ”",CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,"Typisierung von Traumata (nach Terr, 1995)",CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Akutes Trauma – kurz und heftig :,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Chronisches Trauma – dauerhaft belastend,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Komplexes Trauma – frühe und tiefe Wunden,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,"Trauma ist eine NORMALE psycho-physiologische Reaktion auf ein extrem bedrohliches, überlastendes Ereignis!",CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,traumatisierungsbedingte Schwierigkeiten bei Menschen mit Fluchterfahrung,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,traumatisierungsbedingte Schwierigkeiten bei Menschen mit Fluchterfahrung: Die Begegnung mit dem Verlust,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Zeit,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Neuropsychologie des Traumas,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Neokortex unser “Aussichtspunkt”,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Das Lymbische System und die Emotionen,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Das Reptiliengehirn und seine Funktionen,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Kampf,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Starre (Freeze),CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,"„Die stumme Phase des Erlebens“ (Lorenzer, A.; Thomä, H. 1965: Über die zweiphasige Symptomentwicklung bei traumatischen Neurosen)",CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Schwierigkeiten,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Symptome,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,"Nach einem Trauma wird die Welt mit einem auf Gefahr Ausschau haltenden Nervensystem erlebt. Die Energie der Überlebenden richtet sich nun darauf, inneres Chaos zu unterdrücken, was sich in Symptomen wie… ausdrücken kann",CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Traumafolgen,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,18.05.2025,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Betrachtung verschiedener Stufen der Dissoziation,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Dissoziation,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Auswirkungen auf den Körper – Das Trauma im Körpergedächtnis,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Grundlagen der Traumaheilung – der Weg zurück ins Leben,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Resilienz fördern – innere Stärke entwickeln,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Was brauchen traumatisierte Menschen?,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Wie entsteht ein Helfer-Trauma?,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Fazit,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Quellen:,CO_TAUGHT_WITH,
Einführung in psychische Traumatisierung,Institut für Trauma-Bearbeitung und Weiterbildung,CO_TAUGHT_WITH,
Einführung:,Gliederung,CO_TAUGHT_WITH,
Einführung:,Geflüchtete und Trauma,CO_TAUGHT_WITH,
Einführung:,Was ist ein Trauma?,CO_TAUGHT_WITH,
Einführung:,Ein Trauma ist eine seelische Verletzung durch ein überwältigendes Ereignis,CO_TAUGHT_WITH,
Einführung:,"Terminologisch korrekt könnte von einem ""psychotraumatischen Belastungssyndrom "" (PTBS) gesprochen werden (vgl. Fischer & Riedesser 1998), das durch ein traumatisches Erlebnis entsteht und sich Zeitraum nach dem Ereignis zu einem Störungsbild verfestigen kann. Man erlebt so, als ob man dem Ereignis immer noch ausgesetzt wäre, obwohl es bereits vorbei ist.",CO_TAUGHT_WITH,
Einführung:,"Eine Situation kann traumatisch wirken, wenn eine Person einer schwerwiegenden Bedrohung ausgesetzt ist und gleichzeitig erlebt, dass Kampf- oder Fluchtversuche ins Leere laufen. Entscheidend ist nicht nur das objektive Ereignis selbst, sondern ob die Situation die subjektiv verfügbaren Bewältigungsmöglichkeiten deutlich übersteigt und in der Folge Gefühle von, Hilflosigkeit oder Ausgeliefertsein auslöst. Das Erlebte kann dadurch das Vertrauen in Sicherheit, in andere Menschen oder in die eigene Handlungsfähigkeit nachhaltig erschüttern, und so das komplette Selbst- und Weltverständnis verändern. Ob ein traumatisches Ereignis tatsächlich zu einem psychischen Traumatisierung führt, bzw, ob oder wie gut man sich erholt hängt auch von der persönlichen Lebensgeschichte und Schutzfaktoren, wie Sicherheit und Vorhersehbarkeit spendenden sozialen Beziehungen und Lebensumständen vor und nach dem Schockerlebnis der traumatischen Situation ab. ”",CO_TAUGHT_WITH,
Einführung:,"Typisierung von Traumata (nach Terr, 1995)",CO_TAUGHT_WITH,
Einführung:,Akutes Trauma – kurz und heftig :,CO_TAUGHT_WITH,
Einführung:,Chronisches Trauma – dauerhaft belastend,CO_TAUGHT_WITH,
Einführung:,Komplexes Trauma – frühe und tiefe Wunden,CO_TAUGHT_WITH,
Einführung:,"Trauma ist eine NORMALE psycho-physiologische Reaktion auf ein extrem bedrohliches, überlastendes Ereignis!",CO_TAUGHT_WITH,
Einführung:,traumatisierungsbedingte Schwierigkeiten bei Menschen mit Fluchterfahrung,CO_TAUGHT_WITH,
Einführung:,traumatisierungsbedingte Schwierigkeiten bei Menschen mit Fluchterfahrung: Die Begegnung mit dem Verlust,CO_TAUGHT_WITH,
Einführung:,Zeit,CO_TAUGHT_WITH,
Einführung:,Neuropsychologie des Traumas,CO_TAUGHT_WITH,
Einführung:,Neokortex unser “Aussichtspunkt”,CO_TAUGHT_WITH,
Einführung:,Das Lymbische System und die Emotionen,CO_TAUGHT_WITH,
Einführung:,Das Reptiliengehirn und seine Funktionen,CO_TAUGHT_WITH,
Einführung:,Kampf,CO_TAUGHT_WITH,
Einführung:,Starre (Freeze),CO_TAUGHT_WITH,
Einführung:,"„Die stumme Phase des Erlebens“ (Lorenzer, A.; Thomä, H. 1965: Über die zweiphasige Symptomentwicklung bei traumatischen Neurosen)",CO_TAUGHT_WITH,
Einführung:,Schwierigkeiten,CO_TAUGHT_WITH,
Einführung:,Symptome,CO_TAUGHT_WITH,
Einführung:,"Nach einem Trauma wird die Welt mit einem auf Gefahr Ausschau haltenden Nervensystem erlebt. Die Energie der Überlebenden richtet sich nun darauf, inneres Chaos zu unterdrücken, was sich in Symptomen wie… ausdrücken kann",CO_TAUGHT_WITH,
Einführung:,Traumafolgen,CO_TAUGHT_WITH,
Einführung:,18.05.2025,CO_TAUGHT_WITH,
Einführung:,Betrachtung verschiedener Stufen der Dissoziation,CO_TAUGHT_WITH,
Einführung:,Dissoziation,CO_TAUGHT_WITH,
Einführung:,Auswirkungen auf den Körper – Das Trauma im Körpergedächtnis,CO_TAUGHT_WITH,
Einführung:,Grundlagen der Traumaheilung – der Weg zurück ins Leben,CO_TAUGHT_WITH,
Einführung:,Resilienz fördern – innere Stärke entwickeln,CO_TAUGHT_WITH,
Einführung:,Was brauchen traumatisierte Menschen?,CO_TAUGHT_WITH,
Einführung:,Wie entsteht ein Helfer-Trauma?,CO_TAUGHT_WITH,
Einführung:,Fazit,CO_TAUGHT_WITH,
Einführung:,Quellen:,CO_TAUGHT_WITH,
Einführung:,Institut für Trauma-Bearbeitung und Weiterbildung,CO_TAUGHT_WITH,
Gliederung,Geflüchtete und Trauma,CO_TAUGHT_WITH,
Gliederung,Was ist ein Trauma?,CO_TAUGHT_WITH,
Gliederung,Ein Trauma ist eine seelische Verletzung durch ein überwältigendes Ereignis,CO_TAUGHT_WITH,
Gliederung,"Terminologisch korrekt könnte von einem ""psychotraumatischen Belastungssyndrom "" (PTBS) gesprochen werden (vgl. Fischer & Riedesser 1998), das durch ein traumatisches Erlebnis entsteht und sich Zeitraum nach dem Ereignis zu einem Störungsbild verfestigen kann. Man erlebt so, als ob man dem Ereignis immer noch ausgesetzt wäre, obwohl es bereits vorbei ist.",CO_TAUGHT_WITH,
Gliederung,"Eine Situation kann traumatisch wirken, wenn eine Person einer schwerwiegenden Bedrohung ausgesetzt ist und gleichzeitig erlebt, dass Kampf- oder Fluchtversuche ins Leere laufen. Entscheidend ist nicht nur das objektive Ereignis selbst, sondern ob die Situation die subjektiv verfügbaren Bewältigungsmöglichkeiten deutlich übersteigt und in der Folge Gefühle von, Hilflosigkeit oder Ausgeliefertsein auslöst. Das Erlebte kann dadurch das Vertrauen in Sicherheit, in andere Menschen oder in die eigene Handlungsfähigkeit nachhaltig erschüttern, und so das komplette Selbst- und Weltverständnis verändern. Ob ein traumatisches Ereignis tatsächlich zu einem psychischen Traumatisierung führt, bzw, ob oder wie gut man sich erholt hängt auch von der persönlichen Lebensgeschichte und Schutzfaktoren, wie Sicherheit und Vorhersehbarkeit spendenden sozialen Beziehungen und Lebensumständen vor und nach dem Schockerlebnis der traumatischen Situation ab. ”",CO_TAUGHT_WITH,
Gliederung,"Typisierung von Traumata (nach Terr, 1995)",CO_TAUGHT_WITH,
Gliederung,Akutes Trauma – kurz und heftig :,CO_TAUGHT_WITH,
Gliederung,Chronisches Trauma – dauerhaft belastend,CO_TAUGHT_WITH,
Gliederung,Komplexes Trauma – frühe und tiefe Wunden,CO_TAUGHT_WITH,
Gliederung,"Trauma ist eine NORMALE psycho-physiologische Reaktion auf ein extrem bedrohliches, überlastendes Ereignis!",CO_TAUGHT_WITH,
Gliederung,traumatisierungsbedingte Schwierigkeiten bei Menschen mit Fluchterfahrung,CO_TAUGHT_WITH,
Gliederung,traumatisierungsbedingte Schwierigkeiten bei Menschen mit Fluchterfahrung: Die Begegnung mit dem Verlust,CO_TAUGHT_WITH,
Gliederung,Zeit,CO_TAUGHT_WITH,
Gliederung,Neuropsychologie des Traumas,CO_TAUGHT_WITH,
Gliederung,Neokortex unser “Aussichtspunkt”,CO_TAUGHT_WITH,
Gliederung,Das Lymbische System und die Emotionen,CO_TAUGHT_WITH,
Gliederung,Das Reptiliengehirn und seine Funktionen,CO_TAUGHT_WITH,
Gliederung,Kampf,CO_TAUGHT_WITH,
Gliederung,Starre (Freeze),CO_TAUGHT_WITH,
Gliederung,"„Die stumme Phase des Erlebens“ (Lorenzer, A.; Thomä, H. 1965: Über die zweiphasige Symptomentwicklung bei traumatischen Neurosen)",CO_TAUGHT_WITH,
Gliederung,Schwierigkeiten,CO_TAUGHT_WITH,
Gliederung,Symptome,CO_TAUGHT_WITH,
Gliederung,"Nach einem Trauma wird die Welt mit einem auf Gefahr Ausschau haltenden Nervensystem erlebt. Die Energie der Überlebenden richtet sich nun darauf, inneres Chaos zu unterdrücken, was sich in Symptomen wie… ausdrücken kann",CO_TAUGHT_WITH,
Gliederung,Traumafolgen,CO_TAUGHT_WITH,
Gliederung,18.05.2025,CO_TAUGHT_WITH,
Gliederung,Betrachtung verschiedener Stufen der Dissoziation,CO_TAUGHT_WITH,
Gliederung,Dissoziation,CO_TAUGHT_WITH,
Gliederung,Auswirkungen auf den Körper – Das Trauma im Körpergedächtnis,CO_TAUGHT_WITH,
Gliederung,Grundlagen der Traumaheilung – der Weg zurück ins Leben,CO_TAUGHT_WITH,
Gliederung,Resilienz fördern – innere Stärke entwickeln,CO_TAUGHT_WITH,
Gliederung,Was brauchen traumatisierte Menschen?,CO_TAUGHT_WITH,
Gliederung,Wie entsteht ein Helfer-Trauma?,CO_TAUGHT_WITH,
Gliederung,Fazit,CO_TAUGHT_WITH,
Gliederung,Quellen:,CO_TAUGHT_WITH,
Gliederung,Institut für Trauma-Bearbeitung und Weiterbildung,CO_TAUGHT_WITH,
Geflüchtete und Trauma,Was ist ein Trauma?,CO_TAUGHT_WITH,
Geflüchtete und Trauma,Ein Trauma ist eine seelische Verletzung durch ein überwältigendes Ereignis,CO_TAUGHT_WITH,
Geflüchtete und Trauma,"Terminologisch korrekt könnte von einem ""psychotraumatischen Belastungssyndrom "" (PTBS) gesprochen werden (vgl. Fischer & Riedesser 1998), das durch ein traumatisches Erlebnis entsteht und sich Zeitraum nach dem Ereignis zu einem Störungsbild verfestigen kann. Man erlebt so, als ob man dem Ereignis immer noch ausgesetzt wäre, obwohl es bereits vorbei ist.",CO_TAUGHT_WITH,
Geflüchtete und Trauma,"Eine Situation kann traumatisch wirken, wenn eine Person einer schwerwiegenden Bedrohung ausgesetzt ist und gleichzeitig erlebt, dass Kampf- oder Fluchtversuche ins Leere laufen. Entscheidend ist nicht nur das objektive Ereignis selbst, sondern ob die Situation die subjektiv verfügbaren Bewältigungsmöglichkeiten deutlich übersteigt und in der Folge Gefühle von, Hilflosigkeit oder Ausgeliefertsein auslöst. Das Erlebte kann dadurch das Vertrauen in Sicherheit, in andere Menschen oder in die eigene Handlungsfähigkeit nachhaltig erschüttern, und so das komplette Selbst- und Weltverständnis verändern. Ob ein traumatisches Ereignis tatsächlich zu einem psychischen Traumatisierung führt, bzw, ob oder wie gut man sich erholt hängt auch von der persönlichen Lebensgeschichte und Schutzfaktoren, wie Sicherheit und Vorhersehbarkeit spendenden sozialen Beziehungen und Lebensumständen vor und nach dem Schockerlebnis der traumatischen Situation ab. ”",CO_TAUGHT_WITH,
Geflüchtete und Trauma,"Typisierung von Traumata (nach Terr, 1995)",CO_TAUGHT_WITH,
Geflüchtete und Trauma,Akutes Trauma – kurz und heftig :,CO_TAUGHT_WITH,
Geflüchtete und Trauma,Chronisches Trauma – dauerhaft belastend,CO_TAUGHT_WITH,
Geflüchtete und Trauma,Komplexes Trauma – frühe und tiefe Wunden,CO_TAUGHT_WITH,
Geflüchtete und Trauma,"Trauma ist eine NORMALE psycho-physiologische Reaktion auf ein extrem bedrohliches, überlastendes Ereignis!",CO_TAUGHT_WITH,
Geflüchtete und Trauma,traumatisierungsbedingte Schwierigkeiten bei Menschen mit Fluchterfahrung,CO_TAUGHT_WITH,
Geflüchtete und Trauma,traumatisierungsbedingte Schwierigkeiten bei Menschen mit Fluchterfahrung: Die Begegnung mit dem Verlust,CO_TAUGHT_WITH,
Geflüchtete und Trauma,Zeit,CO_TAUGHT_WITH,
Geflüchtete und Trauma,Neuropsychologie des Traumas,CO_TAUGHT_WITH,
